news_url,image_url,title,text,source_name,date,topics,sentiment,type,tickers
https://seekingalpha.com/article/4726993-jpmorgan-chase-stock-q3-earnings-may-face-some-macro-headwinds,https://cdn.snapi.dev/images/v1/c/h/chhase10-2452083-2493201-2697778.jpg,JPMorgan Chase May Face Some Macro Headwinds,"JPMorgan Chase reported strong Q3'24 results with 11% growth in noninterest income and 3% net interest income growth, driven by card-related income. Despite declining net interest margins, JPM's diversified revenue streams and asset management growth may support the bank in the instance of further rate cuts. Macroeconomic factors and potential rate cuts pose risks, but looser monetary policy could benefit the Company's asset management and capital raising activities.",Seeking Alpha,"Tue, 15 Oct 2024 23:38:17 -0400",['paylimitwall'],Neutral,Article,['JPM']
https://www.investopedia.com/three-things-we-learned-from-big-bank-q3-earnings-8728214,https://cdn.snapi.dev/images/v1/r/j/8/bank39-2697394.jpg,Three Things We Learned From Big Bank Q3 Earnings,"Large U.S. banks exceeded profit expectations in the third quarter. But most also set aside more money for potential credit losses, a possible warning sign for the economy.",Investopedia,"Tue, 15 Oct 2024 16:35:31 -0400",['earnings'],Negative,Article,"['BAC', 'JPM', 'WFC']"
https://www.wsj.com/articles/bank-earnings-economy-takeaways-02d72011?mod=rss_markets_main,https://cdn.snapi.dev/images/v1/g/e/gen21-2697154.jpg,Three Big Takeaways From Bank Earnings,"What JPMorgan, Bank of America, Citi and Wells Fargo told us about consumers' finances.",WSJ,"Tue, 15 Oct 2024 14:04:00 -0400","['earnings', 'paywall']",Neutral,Article,"['BAC', 'C', 'GS', 'JPM', 'MS', 'WFC']"
https://invezz.com/news/2024/10/15/big-banks-have-reported-q3-earnings-whats-next-for-their-stock-prices/?utm_source=snapi,https://cdn.snapi.dev/images/v1/e/p/j/bank33-2697153.jpg,Big banks have reported Q3 earnings: what's next for their stock prices?,"Shares of major US banks have shown resilience after reporting their third-quarter financial results, and this momentum may continue through the end of the year and into 2025, according to Anton Schutz, President and Chief Investment Officer of Mendon Capital Advisors.",Invezz,"Tue, 15 Oct 2024 13:06:45 -0400",['earnings'],Positive,Article,"['BAC', 'C', 'GS', 'JPM', 'MS', 'WFC']"
https://seekingalpha.com/article/4726895-jpmorgan-chase-and-co-wells-fargo-and-economy-in-good-shape,https://cdn.snapi.dev/images/v1/c/h/chhase11-2450976-2508608-2696728.jpg,"JPMorgan Chase & Co., Wells Fargo, And Economy In Good Shape","JPMorgan Chase & Co. produced strong ROE and ROTCE of 19% and 16% in Q3 2024, despite a slight decline from Q3 2023. Wells Fargo also maintained double-digit ROE and ROTCE numbers, though not as high as JPMorgan Chase. Early Q3 earnings reports suggest continued economic growth, with Jamie Dimon highlighting strong business and financial results.",Seeking Alpha,"Tue, 15 Oct 2024 11:58:29 -0400",['paylimitwall'],Negative,Article,['JPM']
https://www.prnewswire.com/news-releases/jp-morgan-private-capital-hires-paris-heymann-to-expand-technology-investment-capabilities-302276585.html,https://cdn.snapi.dev/images/v1/x/0/h/press2-2696485.jpg,J.P. Morgan Private Capital Hires Paris Heymann to Expand Technology Investment Capabilities,"Mr. Heymann joins as Managing Partner from Index Ventures NEW YORK , Oct. 15, 2024 /PRNewswire/ -- J.P. Morgan Private Capital, the venture and growth equity investment arm within J.P.",PRNewsWire,"Tue, 15 Oct 2024 11:00:00 -0400",['PressRelease'],Neutral,Article,['JPM']
https://www.youtube.com/watch?v=qg0OpxAgWIs,https://cdn.snapi.dev/images/v1/c/h/chhase14-2448356-2638896-2695140.jpg,"If the Fed cuts more slowly, that's good for JPMorgan, says Jim Cramer",'Mad Money' host Jim Cramer looks at the recent slate of bank earnings kicking off earnings season.,CNBC Television,"Mon, 14 Oct 2024 20:15:39 -0400","['cramer', 'madmoney']",Positive,Video,['JPM']
https://www.benzinga.com/news/earnings/24/10/41318992/these-analysts-revise-their-forecasts-on-jpmorgan-after-upbeat-q3-results?utm_source=snapi,https://cdn.snapi.dev/images/v1/m/w/g/bank36-2694781.jpg,These Analysts Revise Their Forecasts On JPMorgan After Upbeat Q3 Results,JPMorgan Chase & Co. JPM reported better-than-expected third-quarter FY24 earnings on Friday.,Benzinga,"Mon, 14 Oct 2024 14:04:16 -0400","['earnings', 'paywall']",Positive,Article,['JPM']
https://www.investors.com/stock-lists/stocks-near-a-buy-zone/dow-jones-jpmorgan-stock-uber-stock/,https://cdn.snapi.dev/images/v1/1/x/k/bank40-2694785.jpg,"Dow Jones Banking Giant JPMorgan, Uber Stock In Or Near Buy Zones","Dow Jones banking giant JPMorgan, along with Uber stock and Broadcom, are in or near new buy zones on the stock market today.",Investors Business Daily,"Mon, 14 Oct 2024 13:52:27 -0400",['paywall'],Positive,Article,"['JPM', 'UBER']"
https://www.youtube.com/watch?v=2evm1XLYX_0,https://cdn.snapi.dev/images/v1/2/m/t/jsnh22w-2484739-2694546.jpg,"""Better Picture"" Ahead for Banking Stocks","CFRA's Kenneth Leon says there were ""no surprises"" to the downside for the beginning of banking's earnings season. Stephen Biggar with Argus Research agrees but notes the loan lending businesses for many banks are lagging.",Schwab Network,"Mon, 14 Oct 2024 12:41:09 -0400",[],Positive,Video,"['BAC', 'C', 'GS', 'JPM', 'MS', 'WFC', 'XLF']"
