news_url,image_url,title,text,source_name,date,topics,sentiment,type,tickers
https://www.zacks.com/stock/news/1992448/lockheed-martin-q3-preview-what-s-in-store,https://cdn.snapi.dev/images/v1/j/o/k/aero9-1583912.jpg,Lockheed Martin Q3 Preview: What's in Store?,"LMT has been on a strong earnings streak, exceeding bottom-line estimates in six consecutive quarters. Just in its latest print, the defense titan posted a solid double-digit 14.4% EPS beat.",Zacks Investment Research,"Fri, 14 Oct 2022 19:34:22 -0400",[],Positive,Article,['LMT']
https://www.zacks.com/stock/news/1992290/will-solid-segment-sales-aid-lockheed-lmt-in-q3-earnings,https://cdn.snapi.dev/images/v1/b/p/1/aero7-1583519.jpg,Will Solid Segment Sales Aid Lockheed (LMT) in Q3 Earnings?,"Solid sales volume is likely to boost Lockheed's (LMT) Q3 results. However, lower sustainment revenues for special operations, following the troops withdrawal from Afghanistan, might have hurt its performance",Zacks Investment Research,"Fri, 14 Oct 2022 13:33:11 -0400",['earnings'],Positive,Article,['LMT']
https://247wallst.com/investing/2022/10/14/earnings-previews-albertsons-goldman-sachs-johnson-johnson-lockheed-martin/?utm_source=snapi,https://cdn.snapi.dev/images/v1/w/z/p/stores-grocery15-1583413.jpg,"Earnings Previews: Albertsons, Goldman Sachs, Johnson & Johnson, Lockheed Martin","The three major U.S. equity indexes closed sharply higher on Thursday, following a sharply lower opening.",24/7 Wall Street,"Fri, 14 Oct 2022 11:25:32 -0400",['earnings'],Neutral,Article,"['ACI', 'GS', 'JNJ', 'LMT']"
https://www.forbes.com/sites/lorenthompson/2022/10/13/lockheed-martin-laser-breakthroughs-could-signal-a-turning-point-for-missile-defense/,https://cdn.snapi.dev/images/v1/4/n/1/lockheed-martin-laser-breakthr-1581693.jpg,Lockheed Martin Laser Breakthroughs Could Signal A Turning Point For Missile Defense,High-energy lasers could provide an affordable means of defeating missile attacks that would overwhelm existing defenses.,Forbes,"Thu, 13 Oct 2022 11:41:30 -0400",['paylimitwall'],Positive,Article,['LMT']
https://www.zacks.com/stock/news/1991400/5-large-cap-stocks-likely-to-beat-on-q3-earnings,https://cdn.snapi.dev/images/v1/n/n/h/bank46-1581487.jpg,5 Large-Cap Stocks Likely to Beat on Q3 Earnings,"Five large-cap companies will report third-quarter 2022 earnings within the next seven days. These are: UNH, UAL, MS, LMT and FHN.",Zacks Investment Research,"Thu, 13 Oct 2022 10:32:34 -0400",['earnings'],Positive,Article,"['FHN', 'LMT', 'MS', 'UAL', 'UNH']"
https://www.prnewswire.com/news-releases/lockheed-martin-names-michael-williamson-as-senior-vice-president-of-global-business-development--strategy-301647829.html,https://cdn.snapi.dev/images/v1/1/v/press7-1580245.jpg,Lockheed Martin Names Michael Williamson as Senior Vice President of Global Business Development & Strategy,"BETHESDA, Md. , Oct. 12, 2022 /PRNewswire/ -- Lockheed Martin (NYSE: LMT) announced today that Michael Williamson will be the new senior vice president of Global Business Development & Strategy.",PRNewsWire,"Wed, 12 Oct 2022 16:15:00 -0400",['PressRelease'],Neutral,Article,['LMT']
https://www.schaeffersresearch.com/content/news/2022/10/12/lockheed-martin-stock-hit-with-underperform-rating-before-earnings,https://cdn.snapi.dev/images/v1/n/g/f/aero11-1580085.jpg,"Lockheed Martin Stock Hit With ""Underperform"" Rating Before Earnings","Lockheed Martin Corp (NYSE:LMT) is down 2.1% to trade at $402.37 at last check, after a pre-earnings bear note from Credit Suisse.",Schaeffers Research,"Wed, 12 Oct 2022 15:24:48 -0400",['earnings'],Negative,Article,['LMT']
https://seekingalpha.com/article/4546159-dividend-growth-investment-income-september-2022-update,https://cdn.snapi.dev/images/v1/5/u/5/semi11-1579810.jpg,Dividend Growth Investment Income - September 2022 Update,"September was a massive month for my dividend income growth due to a combination of factors including reduced stock prices and additional allocated capital during the month. Forward dividend income grew by $248.94, translating to M/M growth of 6.57%.",Seeking Alpha,"Wed, 12 Oct 2022 11:45:55 -0400","['dividend', 'paylimitwall']",Positive,Article,"['ADI', 'AFG', 'ALLY', 'AMZN', 'AVGO', 'BBY', 'BOC', 'CARR', 'CCOI', 'CMCSA', 'CVS', 'DLR', 'FNF', 'FRG', 'GLW', 'GM', 'GPK', 'GPN', 'HD', 'LMT', 'MPW', 'MSFT', 'O', 'SBUX', 'STOR', 'TROW', 'UNH', 'UNP', 'V', 'VICI', 'VOO', 'WSO']"
https://www.businesswire.com/news/home/20221012005361/en/Lockheed-Martin-Ayar-Labs-Partner-to-Advance-Microchip-Connectivity-for-Next-Generation-Sensory-Systems/,https://cdn.snapi.dev/images/v1/s/k/press18-1579253.jpg,"Lockheed Martin, Ayar Labs Partner to Advance Microchip Connectivity for Next Generation Sensory Systems","BETHESDA, Md.",Business Wire,"Wed, 12 Oct 2022 09:00:00 -0400",['PressRelease'],Neutral,Article,['LMT']
https://www.zacks.com/stock/news/1990200/lockheed-martin-lmt-wins-contract-for-m299-missile-launcher,https://cdn.snapi.dev/images/v1/y/8/e/aero9-1577235.jpg,Lockheed Martin (LMT) Wins Contract for M299 Missile Launcher,Lockheed Martin (LMT) clinches a $25.9-million contract from the U.S. Army involving the M299 Launcher.,Zacks Investment Research,"Tue, 11 Oct 2022 09:02:11 -0400",[],Positive,Article,['LMT']
https://www.prnewswire.com/news-releases/lockheed-martin-announces-third-quarter-2022-earnings-results-webcast-301645730.html,https://cdn.snapi.dev/images/v1/v/z/conf17-1577327.jpg,Lockheed Martin Announces Third Quarter 2022 Earnings Results Webcast,"BETHESDA, Md. , Oct. 11, 2022 /PRNewswire/ -- Lockheed Martin (NYSE: LMT) will webcast live its third quarter 2022 earnings results webcast on Tuesday, Oct.18, 2022 at 11 a.m.",PRNewsWire,"Tue, 11 Oct 2022 09:00:00 -0400","['earnings', 'Conference']",Neutral,Article,['LMT']
https://investorplace.com/2022/10/3-blue-chip-stocks-to-buy-now-ahead-of-a-q3-earnings-bump/,https://cdn.snapi.dev/images/v1/h/m/1/stores-grocery4-1576412.jpg,3 Blue-Chip Stocks to Buy Now Ahead of a Q3 Earnings Bump,Equity markets are sensitive to quarterly earnings reports. A slight earnings miss by a company translates into a knee-jerk decline of its stock.,InvestorPlace,"Mon, 10 Oct 2022 17:40:04 -0400",['earnings'],Positive,Article,"['COST', 'LMT', 'NIO']"
https://www.zacks.com/stock/news/1989885/lockheed-lmt-wins-deal-to-support-f-35-fighter-aircraft,https://cdn.snapi.dev/images/v1/1/2/o/aero6-1576058.jpg,Lockheed (LMT) Wins Deal to Support F-35 Fighter Aircraft,Lockheed (LMT) wins a deal for procuring ancillary mission equipment related to F-35 jets.,Zacks Investment Research,"Mon, 10 Oct 2022 13:32:11 -0400",[],Positive,Article,['LMT']
https://www.fool.com/investing/2022/10/09/lockheed-nudges-into-a-5-billion-contract-for-sono/,https://cdn.snapi.dev/images/v1/b/u/m/aero13-1574971.jpg,Lockheed Nudges Into a $5 Billion Contract for Sonobuoys,"Wall Street isn't paying attention to this contract, but maybe you should.",The Motley Fool,"Sun, 09 Oct 2022 07:07:00 -0400",[],Positive,Article,['LMT']
https://seekingalpha.com/article/4545311-lockheed-martin-massive-dividend-boost-with-growing-returns,https://cdn.snapi.dev/images/v1/f/e/p/aero6-1574307.jpg,Lockheed Martin: Massive Dividend Boost With Growing Returns,Lockheed Martin hiked the dividend by 7.1%. Annual dividend growth rates have been stalling.,Seeking Alpha,"Fri, 07 Oct 2022 14:24:54 -0400","['dividend', 'paylimitwall']",Positive,Article,['LMT']
https://www.zacks.com/stock/news/1989321/5-stocks-to-watch-on-recent-dividend-hikes-as-rates-rise,https://cdn.snapi.dev/images/v1/j/c/n/bank36-1574297.jpg,5 Stocks to Watch on Recent Dividend Hikes as Rates Rise,"Investors may keep a tab on LXFR, OZK, FLIC, LMT and HON, which have lately hiked their dividend payments to generate regular income.",Zacks Investment Research,"Fri, 07 Oct 2022 14:18:21 -0400",['dividend'],Positive,Article,"['FLIC', 'HON', 'LMT', 'LXFR', 'OZK']"
https://investorplace.com/2022/10/3-dividend-stocks-to-buy-to-defend-your-income-portfolio/,https://cdn.snapi.dev/images/v1/5/c/g/aero11-1572750.jpg,3 Dividend Stocks to Buy to Defend Your Income Portfolio,The defense industry holds a number of appealing stocks for dividend growth investors. Constant geopolitical concerns and rising defense budgets around the world provide a strong backdrop for the biggest defense companies.,InvestorPlace,"Thu, 06 Oct 2022 14:54:40 -0400",['dividend'],Positive,Article,"['LMT', 'NOC', 'RTX']"
https://www.zacks.com/stock/news/1988119/lockheed-lmt-wins-152m-deal-to-support-f-35-combat-jet,https://cdn.snapi.dev/images/v1/d/u/c/aero14-1570402.jpg,Lockheed (LMT) Wins $152M Deal to Support F-35 Combat Jet,Lockheed (LMT) is going to provide Logistics Information Systems for F-35 jets,Zacks Investment Research,"Wed, 05 Oct 2022 10:32:10 -0400",[],Positive,Article,['LMT']
https://seekingalpha.com/article/4544642-raytheon-technologies-bet-recovery-lockheed-martin-defend-portfolio,https://cdn.snapi.dev/images/v1/3/9/o/aero10-1569088.jpg,"Bet On A Recovery With Raytheon Technologies, But Defend Your Portfolio With Lockheed Martin","So far in 2022, Raytheon Technologies and Lockheed Martin have performed relatively well. However, RTX underperformed LMT due to the ongoing recovery from the pandemic and greater sensitivity to business cycles. RTX's aircraft engine business is expected to throw-off increasing free cash flow, thanks to growing service-related revenues as the company rolls out its GTF Advance engine.",Seeking Alpha,"Tue, 04 Oct 2022 13:52:04 -0400",['paylimitwall'],Positive,Article,"['LMT', 'RTX']"
https://www.zacks.com/stock/news/1987856/lockheed-lmt-wins-115m-deal-to-support-f-35-fighter-jets,https://cdn.snapi.dev/images/v1/j/4/w/aero7-1568728.jpg,Lockheed (LMT) Wins $115M Deal to Support F-35 Fighter Jets,Lockheed (LMT) is going to provide diminishing manufacturing source parts for the F-35 Lightning II jet program.,Zacks Investment Research,"Tue, 04 Oct 2022 11:17:13 -0400",[],Positive,Article,['LMT']
https://stockmarkettoday.com/featured/top-stocks-to-buy-now-3-industrial-stocks-to-check-out-2022-10-04,https://cdn.snapi.dev/images/v1/b/j/g/machinery-construction5-1568698.jpg,Top Stocks To Buy Now? 3 Industrial Stocks To Check Out,Do you have these top industrial stocks on your radar in the stock market today?,Stockmarketcom,"Tue, 04 Oct 2022 11:00:00 -0400",[],Positive,Article,"['DE', 'LMT', 'UPS']"
https://seekingalpha.com/article/4544532-lockheed-martin-stock-more-jets-more-defense-more-dividends,https://cdn.snapi.dev/images/v1/s/m/m/aero5-1568200.jpg,"Lockheed Martin: More Jets, More Defense, More Dividends",Lockheed Martin enjoys very long-term contracts with the U.S. government. It's set to benefit from increased defense spending domestically and abroad.,Seeking Alpha,"Tue, 04 Oct 2022 08:15:28 -0400","['dividend', 'paylimitwall']",Positive,Article,['LMT']
https://www.fool.com/investing/2022/10/04/who-will-be-the-winners-in-the-new-space-race/,https://cdn.snapi.dev/images/v1/y/h/k/aero6-1568212.jpg,Everyone Could Win in this New Space Race,"Investing in space is about more than just SpaceX, Boeing, and Lockheed Martin -- finally!",The Motley Fool,"Tue, 04 Oct 2022 08:02:00 -0400",[],Positive,Article,"['BA', 'LMT', 'NOC', 'RKLB', 'VORB']"
https://seekingalpha.com/article/4544485-lockheed-martin-stock-grossly-undervalued,https://cdn.snapi.dev/images/v1/v/q/w/aero15-1567694.jpg,Lockheed Martin Is Grossly Undervalued,"Lockheed's low-volatility, high dividend yield segmentation could pull it through a bear market. Despite missing its second-quarter earnings target, Lockheed's prospects remain intact.",Seeking Alpha,"Mon, 03 Oct 2022 22:39:29 -0400",['paylimitwall'],Positive,Article,['LMT']
https://seekingalpha.com/article/4544371-abbvie-rockwell-among-18-companies-to-announce-annual-dividend-increases-in-october,https://cdn.snapi.dev/images/v1/e/j/m/drugs22-1566921.jpg,"AbbVie, Rockwell Among 18 Companies To Announce Annual Dividend Increases In October","Many of the dividend increases in September were modest. One exception was Accenture, which rewarded investors with a 15% boost. Utilities New Jersey Resources and OGE rewarded investors with boosts in the high single digits.",Seeking Alpha,"Mon, 03 Oct 2022 11:44:32 -0400","['dividend', 'paylimitwall']",Positive,Article,"['ABBV', 'ACN', 'AEP', 'AOS', 'APH', 'BANF', 'BKH', 'BRC', 'BRO', 'CVGW', 'DTE', 'FITB', 'FLIC', 'GRC', 'HON', 'INGR', 'LECO', 'LMT', 'MCD', 'MSEX', 'MSFT', 'NJR', 'NWN', 'OGE', 'PB', 'PM', 'ROK', 'RPM', 'SCL', 'SXI', 'TMP', 'TXN', 'USB', 'VZ', 'WCN', 'WSM']"
https://seekingalpha.com/article/4544211-my-dividend-growth-portfolio-september-update-another-reit-lost,https://cdn.snapi.dev/images/v1/z/x/a/drug1-1565641.jpg,My Dividend Growth Portfolio September Update - Another REIT Lost,"STORE Capital joins Preferred Apartments as the second REIT lost to acquisition this year. Projected 2022 income is up to $15,452 and the portfolio is still significantly beating the S&P.",Seeking Alpha,"Sun, 02 Oct 2022 02:22:45 -0400","['dividend', 'Real Estate', 'paylimitwall']",Positive,Article,"['ABBV', 'AOS', 'BX', 'HON', 'LADR', 'LMT', 'MSFT', 'PM', 'SBUX', 'SCHD', 'TXN', 'V']"
https://www.marketwatch.com/story/lockheed-martin-hikes-dividend-7-as-ukraine-war-drags-on-2022-09-30,https://cdn.snapi.dev/images/v1/0/t/i/aero3-1565158.jpg,Lockheed Martin hikes dividend 7% as Ukraine war drags on,"Lockheed Martin Corp. LMT, -0.90% said late Friday its board approved a 7% hike to the aerospace and defense company's dividend. The company said it will pay a $3-a-share dividend, up from a previous $2.80 a share, on Dec. 30, to shareholders of record as of Dec. 1.",Market Watch,"Fri, 30 Sep 2022 16:41:45 -0400","['dividend', 'paylimitwall']",Positive,Article,['LMT']
https://www.prnewswire.com/news-releases/lockheed-martin-declares-fourth-quarter-2022-dividend-301638079.html,https://cdn.snapi.dev/images/v1/w/a/press20-1565125.jpg,Lockheed Martin Declares Fourth Quarter 2022 Dividend,"BETHESDA, Md. , Sept. 30, 2022 /PRNewswire/ -- The Lockheed Martin Corporation (NYSE: LMT) board of directors has authorized a fourth quarter 2022 dividend of $3.00 per share, representing an increase of $0.20 per share over last quarter.",PRNewsWire,"Fri, 30 Sep 2022 16:15:00 -0400","['dividend', 'PressRelease']",Neutral,Article,['LMT']
https://247wallst.com/investing/2022/09/30/this-market-may-crash-why-6-strong-buy-dividend-defense-and-aerospace-stocks-can-survive/?utm_source=snapi,https://cdn.snapi.dev/images/v1/g/h/2/aero14-1564228.jpg,This Market May Crash: Why 6 ‘Strong Buy' Dividend Defense and Aerospace Stocks Can Survive,The massive rally driven by the Bank of England's ridiculous foray back into quantitative easing was a one and done.,24/7 Wall Street,"Fri, 30 Sep 2022 07:18:16 -0400",['dividend'],Positive,Article,"['GD', 'HII', 'LHX', 'LMT', 'NOC', 'RTX']"
https://www.forbes.com/sites/greatspeculations/2022/09/29/heres-a-better-pick-over-lockheed-martin-stock/,https://cdn.snapi.dev/images/v1/k/r/s/heres-a-better-pick-over-lockh-1562810.jpg,Here's A Better Pick Over Lockheed Martin Stock,"There is more to the comparison, and in the sections below, we discuss why we believe BA stock will offer better returns than LMT stock in the next three years.",Forbes,"Thu, 29 Sep 2022 10:00:26 -0400",['paylimitwall'],Neutral,Article,"['LMT', 'BA']"
https://invezz.com/news/2022/09/28/wells-fargo-downgrades-lockheed-martin/?utm_source=snapi,https://cdn.snapi.dev/images/v1/1/d/u/aero2-1561855.jpg,Wells Fargo downgrades Lockheed Martin despite the Ukraine war,Lockheed Martin Corporation (NYSE: LMT) is up 13% versus the start of 2022 but a Wells Fargo analyst says it's pretty much as far as it goes.,Invezz,"Wed, 28 Sep 2022 17:29:52 -0400",[],Negative,Article,['LMT']
https://investorplace.com/2022/09/7-critical-charts-to-watch-ahead-of-2022-midterm-elections/,https://cdn.snapi.dev/images/v1/2/f/y/data-internet26-1561441.jpg,6 Critical Charts to Watch Ahead of the 2022 Midterm Elections,"While the matter represents a contentious topic, investors must realize that the 2022 midterm elections will soon arrive. Further, with President Joe Biden's administration generally struggling to forward its agenda, the upcoming battle for control of Congress will be crucial.",InvestorPlace,"Wed, 28 Sep 2022 13:09:29 -0400",['Political'],Neutral,Article,"['HOG', 'LMT', 'META', 'NEE', 'RGR', 'GOOG', 'GOOGL']"
https://investorplace.com/2022/09/7-large-cap-stocks-with-sustained-dividend-growth-potential/,https://cdn.snapi.dev/images/v1/r/i/c/computer-electronic40-1560472.jpg,7 Large-Cap Stocks With Sustained Dividend Growth Potential,"There are several large-cap stocks with dividend growth potential even as broad market conditions remain challenging. In general, large-cap stocks are ignored by investors in a bull market.",InvestorPlace,"Wed, 28 Sep 2022 06:15:13 -0400",['dividend'],Positive,Article,"['AAPL', 'AZN', 'COST', 'CVX', 'LMT', 'MO', 'T']"
https://www.youtube.com/watch?v=AryjUYJYWg0,https://cdn.snapi.dev/images/v1/l/l/z/data-internet27-1560263.jpg,Fast Money traders share their five-year stocks,"The traders offer up their picks for the next five years. With CNBC's Melissa Lee and the Fast Money traders, Tim Seymour, Karen Finerman, Dan Nathan and Guy Adami.",CNBC Television,"Tue, 27 Sep 2022 19:18:00 -0400",[],Positive,Video,"['GOOG', 'GOOGL', 'LMT', 'LYFT', 'UNH', 'XLV']"
https://www.zacks.com/stock/news/1985476/lockheed-s-lmt-sikorsky-wins-deal-for-two-uh-60m-aircraft,https://cdn.snapi.dev/images/v1/b/c/v/aero4-1559682.jpg,Lockheed's (LMT) Sikorsky Wins Deal for Two UH-60M Aircraft,Lockheed (LMT) clinches a contract to exercise an option for two UH-60M aircraft.,Zacks Investment Research,"Tue, 27 Sep 2022 12:02:13 -0400",[],Positive,Article,['LMT']
https://www.zacks.com/stock/news/1984919/lockheed-lmt-wins-army-contract-to-upgrade-apache-helicopter,https://cdn.snapi.dev/images/v1/a/m/r/aero15-1558133.jpg,Lockheed (LMT) Wins Army Contract to Upgrade Apache Helicopter,"Lockheed (LMT) is going to provide software upgrades, support and non-recurring engineering redesign for the Apache modernized radar frequency interferometer sensors system.",Zacks Investment Research,"Mon, 26 Sep 2022 12:02:10 -0400",[],Positive,Article,['LMT']
https://seekingalpha.com/article/4542774-lockheed-martin-books-bullish-f-35-buys-amidst-turmoil,https://cdn.snapi.dev/images/v1/i/i/x/aero11-1557867.jpg,Lockheed Martin Books Bullish F-35 Buys Amidst Turmoil,F-35 program suffered setbacks from the U.S. Setbacks are currently temporary in nature due to budget constraints and technology insertion delays.,Seeking Alpha,"Mon, 26 Sep 2022 10:00:00 -0400",['paylimitwall'],Positive,Article,['LMT']
https://www.gurufocus.com/news/1865598/5-aerospace-and-defense-stocks-gurus-are-fortifying,https://cdn.snapi.dev/images/v1/z/e/t/aero12-1555337.jpg,5 Aerospace and Defense Stocks Gurus Are Fortifying,"In light of increasing geopolitical conflicts around Europe, five aerospace and defense stocks with high GF Scores and guru ownership based on second-quarter 13F filings are Lockheed Martin Corp. ( LMT , Financial), General Dynamics Inc. ( GD , Financial), L3Harris Technologies Inc. ( LHX , Financial), TransDigm Group Inc. ( TDG , Financial) and Moog Inc. ( MOG.A , Financial) according to the All-in-One Screener, a Premium feature of GuruFocus.",GuruFocus,"Thu, 22 Sep 2022 16:51:08 -0400",[],Positive,Article,"['GD', 'LHX', 'LMT', 'TDG', 'MOG-A', 'MOG-B']"
